LANGENNMN;GEOIDNMN;AR;BEF_TOT;BEF_GENTOT;G_NAME;GET_END_YE;geometry
MALMÖHUS LÄN;SVENSKÖP;1749;303;304;SVENSKÖPS;9999.0;POLYGON ((4237203.04183892 3227245.0292304335, 4237241.370747962 3227131.3996459516, 4237204.724806411 3226982.554091463, 4237122.095398505 3226800.8272507703, 4237093.23140494 3226555.3466396052, 4237176.439266248 3226367.522433, 4237255.429898463 3226111.2758393246, 4236751.754271041 3225360.711663721, 4236695.783185921 3225210.313851232, 4236649.928533007 3224934.293076809, 4236516.651570511 3224777.670836508, 4236335.058915935 3224617.1577937417, 4236261.772631491 3224319.478509257, 4236161.053738879 3224000.1396372365, 4237662.862955247 3223829.2928004703, 4238026.090207176 3223304.1648918716, 4238115.634228634 3222795.910451182, 4238132.74754172 3222583.3235243266, 4238107.768630951 3222289.544021842, 4237926.177469768 3222129.041940607, 4237713.714656314 3221868.7990691536, 4237327.772617304 3221468.1588000376, 4237645.006303276 3220910.1724442667, 4237235.854467667 3220556.296122069, 4236627.355453763 3220021.03933702, 4236150.377744579 3219301.869607499, 4235497.99886324 3219190.9841646804, 4234904.8302855985 3218948.7103212522, 4234389.990885942 3219665.801468999, 4234239.605413221 3219721.7638434614, 4234127.413415428 3219907.230131637, 4233429.973230434 3219510.663174508, 4232956.056791851 3219598.90712732, 4232681.058001021 3220597.8969408153, 4232438.752620765 3221191.0677521857, 4232582.13484853 3221222.0727139465, 4232825.996331071 3220609.57578669, 4232947.716818367 3220668.010053081, 4232746.399782344 3221235.3093261058, 4233280.181647179 3221249.142913061, 4233015.118553279 3221762.684585405, 4232584.189282706 3221679.3330098162, 4232046.654114234 3221470.6822274793, 4231793.40642131 3221596.1536093834, 4231756.6307217255 3221690.444055164, 4231724.066121298 3221853.1522728037, 4231733.267346472 3221980.325113518, 4231798.887451007 3222131.4964054762, 4231698.366043182 3222172.0222507073, 4231596.28690249 3222231.87345376, 4231504.965962857 3222399.57263466, 4231737.189821753 3222534.9965905603, 4231703.845614386 3222707.3696532627, 4231661.617141846 3222869.301448842, 4231651.492349784 3222994.918614244, 4231615.032121932 3223205.944353971, 4231583.877932799 3223592.4613598166, 4231552.7230242295 3223978.9805833413, 4231510.346531547 3224384.0492554647, 4231659.186941424 3224347.417281223, 4231639.568700806 3224832.1301150164, 4231989.633403923 3225074.3169678194, 4232373.680932397 3225377.5979007944, 4233018.216123023 3226431.3294524057, 4234276.021158023 3226513.2283940064, 4234372.565102091 3227367.192007578, 4234657.849978279 3228051.5708463755, 4234927.976922747 3228199.777199117, 4235200.762527702 3228435.735474361, 4235206.212002633 3228368.0889921887, 4235504.177046953 3227808.5045214947, 4235681.692949195 3227657.4547421946, 4235921.860236788 3227453.0928726722, 4236429.9490598915 3227182.771717006, 4236492.276027701 3227012.717658892, 4237203.04183892 3227245.0292304335))
MALMÖHUS LÄN;SVENSTORP;1749;209;209;SVENSTORPS;9999.0;POLYGON ((4215749.09753263 3175950.3887262046, 4215849.551086566 3175909.903032743, 4215844.266674034 3175734.541853468, 4215824.650910028 3175616.335858117, 4215925.103933784 3175575.85013793, 4216072.276743929 3175558.571816834, 4216157.314385786 3175468.2489388282, 4216213.384844501 3175375.588401877, 4216176.794775762 3175226.857660073, 4216133.971113854 3175155.3721960606, 4216072.3105020225 3174956.0262985546, 4216086.336249625 3174782.225782536, 4216171.372744936 3174691.90366639, 4216292.693731635 3174633.6648824024, 4216283.511822768 3174506.584357303, 4216196.306541977 3174382.9262444, 4216030.299154762 3174272.3458277257, 4215889.362737125 3174212.380359875, 4215671.487477571 3174262.825883553, 4215584.113344293 3174382.1133337314, 4215419.969953848 3174368.8658295926, 4215327.311518488 3174312.7955935015, 4215313.930774911 3174117.3483993756, 4215300.854112883 3174038.5462525715, 4214939.402978188 3173941.3448436665, 4214927.713092205 3174086.176221284, 4214344.491013369 3174087.6912559294, 4214308.033076136 3174298.551768063, 4214163.20159979 3174286.86032871, 4214130.338099597 3174332.799166966, 4214060.411718913 3174356.3093229695, 4213948.267962745 3174541.6235681665, 4213805.598134359 3174743.9104357464, 4213625.8645319315 3174923.7682893127, 4213393.653998198 3175031.360007261, 4213362.592360601 3175777.1758652134, 4213273.653347468 3175915.7729990385, 4213296.203786598 3176238.3070008755, 4213216.739580742 3176620.635890378, 4213052.530495548 3177209.9354456034, 4213108.425414967 3177360.230142871, 4212568.046999432 3178395.3811947135, 4212775.01859372 3178480.1283633453, 4213011.140779127 3178324.256500223, 4213068.777329148 3178212.2842755807, 4213167.6755996635 3178191.1139101577, 4213337.284028738 3178136.777729206, 4213619.344582346 3178013.7702547237, 4213863.081161545 3178004.293656797, 4214013.377124124 3177948.3965370525, 4214177.7053417945 3177718.6929247556, 4214405.725774501 3177542.7255693004, 4214595.121723054 3177363.6396643817, 4214668.9486693945 3177291.849331483, 4214680.6410011705 3177147.0117262006, 4214680.816381317 3176904.057396662, 4214794.522431461 3176699.4247129927, 4214905.11002295 3176533.4153176113, 4215034.229124132 3176378.6205843105, 4215270.340019833 3176222.7432464818, 4215749.09753263 3175950.3887262046))
MALMÖHUS LÄN;SÄBY;1750;160;160;SÄBY;9999.0;POLYGON ((4173290.470934853 3222640.968014792, 4173023.3439323492 3222696.991100519, 4172520.6431453517 3222899.1262875977, 4172464.4667136297 3222991.791853396, 4172337.3077495126 3223000.874849822, 4172238.3421715572 3223021.980493806, 4172169.145005678 3223035.788318109, 4172097.3755226517 3222961.8658868913, 4172103.675915542 3222884.5836517373, 4172149.9825199 3222674.420552342, 4171831.1948247724 3222648.4313471564, 4171734.432248702 3223000.347404029, 4171293.419371978 3223042.1856974475, 4170941.9195408616 3223178.840437367, 4171096.941384237 3223901.373618905, 4170826.658193627 3223996.0282863267, 4170679.3892936553 3224013.1923409123, 4170318.5988479382 3223905.971699411, 4170094.8356615333 3223907.17114391, 4169979.732938151 3224364.5646182154, 4171469.0140358103 3224466.569428693, 4172312.886090072 3225089.6864785356, 4172413.430262835 3225049.2596527045, 4172834.1920274696 3225375.3081151447, 4173022.0496657244 3225098.8765428253, 4173141.338015299 3225186.399549093, 4173913.9203587784 3224656.158284493, 4173771.524584541 3224255.5618061987, 4173714.923973747 3224114.802502063, 4173645.876828199 3223768.810936837, 4173617.2585572763 3223523.362514559, 4173290.470934853 3222640.968014792))
MALMÖHUS LÄN;SÄRSLÖV;1751;146;146;SÄRSLÖVS;9999.0;POLYGON ((4194146.071237679 3194167.0957056778, 4194182.872980858 3194072.8721763324, 4194190.70289804 3193976.2997711543, 4194196.183807307 3193908.699164816, 4194296.6709158607 3193868.242814948, 4194306.8494712105 3193742.6990134204, 4194364.530931522 3193630.727383945, 4194439.96066216 3193539.636079999, 4194450.138764769 3193414.092783237, 4194411.248108464 3193294.2922375915, 4194374.7063214015 3193145.5205232664, 4194216.798829927 3193054.9536967557, 4194052.366573018 3192924.9754263326, 4193980.852172542 3192967.780085082, 4193832.081027572 3193004.3207644382, 4193641.288571531 3192959.6894161087, 4193471.376669122 3192897.309602887, 4193380.287546789 3192821.8798570465, 4193318.952751164 3192739.1422635103, 4193194.977662399 3192709.648442605, 4193044.6409293385 3192765.5013415366, 4192893.520906591 3192831.0109118377, 4192799.3001763322 3192794.20866717, 4192581.369755849 3192484.920890233, 4192278.6196632674 3192022.9493637388, 4191640.741757216 3192097.580089955, 4191146.149867358 3192203.2683572304, 4191187.8980081403 3192527.4284515805, 4191407.3755409503 3193177.063303569, 4191451.731314032 3193588.925076112, 4191453.02829188 3193812.6043826127, 4191625.2891975483 3193846.0188403926, 4191660.2579735117 3194014.106405314, 4191768.310179449 3194120.077753787, 4191791.0149711445 3194199.684931159, 4191708.274369458 3194261.0183210834, 4191727.0623559244 3194388.91154726, 4191794.662595802 3194394.3949561985, 4192023.044321682 3194335.153911808, 4192212.271659538 3194399.1057469537, 4192449.785556489 3194466.973483686, 4192567.2387029007 3194457.0579636237, 4192716.0131925023 3194420.5201970926, 4192841.5571695194 3194430.70186043, 4192868.7035464323 3194335.6959565394, 4192903.9406684455 3194260.7877604906, 4192857.220987262 3194237.557424295, 4192812.850913411 3194185.355467421, 4192819.1164082196 3194108.0979126566, 4192888.2830804144 3194094.265789747, 4193009.9107796024 3194152.732951885, 4193124.2309520706 3194181.445206146, 4193361.7458306453 3194249.3095978852, 4193369.5769641027 3194152.7373258467, 4193454.6657040743 3194062.429982525, 4193523.8323571975 3194048.597183848, 4193547.322415811 3194118.5469686403, 4193589.3438913333 3194199.7202314427, 4193653.029177458 3194253.4879981684, 4193800.237088771 3194236.262230087, 4193998.8633848038 3194184.322257621, 4194146.071237679 3194167.0957056778))
MALMÖHUS LÄN;SÖDERVIDINGE;1749;204;204;SÖDERVIDINGE;9999.0;POLYGON ((4187300.6550457715 3216935.330966561, 4189056.3279415304 3216270.8943140614, 4191392.820981494 3216237.008965199, 4191328.8740772884 3216066.5096112676, 4190730.27849685 3215415.0219448335, 4190723.554376206 3214899.1161678294, 4190624.6007622075 3214920.251724534, 4190570.8544626185 3214624.175934686, 4190700.356421323 3214586.0737965726, 4190708.200731187 3214489.4740409898, 4190517.3548750267 3214444.8053401504, 4189995.179371523 3214528.806517018, 4189736.714930521 3214478.6438666834, 4189591.865987473 3214107.105626054, 4189106.467379622 3214456.6237661247, 4188983.2429207717 3214417.443465594, 4188923.4706069157 3214315.35205012, 4189030.3223018926 3213837.853247213, 4188361.9854136747 3213686.3276813454, 4188315.199996787 3214022.850016518, 4188021.240408041 3213930.903716994, 4188040.8599543753 3213689.41008748, 4187716.052536845 3213857.4910743185, 4187835.834439638 3214178.3759168843, 4187955.6759708505 3214139.494786213, 4187929.717638569 3214818.03787655, 4187568.3778632605 3214837.2970523564, 4187533.4218105823 3214669.154982622, 4187156.9287924357 3214755.246001565, 4187233.9035409414 3215004.5920237633, 4187334.4270349788 3214964.1420812127, 4187353.2024897225 3215092.0754426587, 4186983.028758877 3216296.9125114656, 4187177.7999623786 3216293.2931348784, 4187255.08046748 3216299.5732742273, 4187321.1309334543 3216324.3884706763, 4187342.2611286347 3216423.3443037933, 4187261.055359267 3216465.3646605895, 4187156.604136161 3216554.1153319646, 4187070.6208278546 3217013.8763414626, 4187300.6550457715 3216935.330966561))
KRISTIANSTADS LÄN;SÖDRA MELLBY;1749;870;870;SÖDRA MELLBY;9999.0;POLYGON ((4257537.206067755 3204129.443134097, 4257600.960220818 3204183.169769261, 4257682.079604172 3204384.1350082373, 4257768.6210382525 3204517.473526657, 4257829.277684383 3204609.8444974273, 4260710.477140186 3202750.312368152, 4260957.327269546 3200154.683240037, 4260784.986129827 3200121.4308617488, 4260427.547908425 3200092.792832156, 4260014.46960829 3200030.5271117743, 4259772.958075253 3200011.1746720215, 4259505.932667233 3200067.5567429326, 4259133.416124425 3200105.761132972, 4258853.6678741 3199956.9487122786, 4258654.301162008 3199775.688180983, 4258439.85512731 3199661.275969241, 4258264.051263309 3199549.9606177397, 4258100.231322811 3199410.438399561, 4257951.454695113 3199447.1249346826, 4257845.55901779 3199555.3053698028, 4257756.660557302 3199694.0156188724, 4257626.797000929 3199858.6095036147, 4257547.965159095 3199871.7349486765, 4257404.608432268 3199840.7977598384, 4257315.74927131 3199736.4497039896, 4257211.442004619 3199582.2511425614, 4257118.711108472 3199526.204880498, 4256993.12702483 3199516.136660584, 4256910.464871759 3199334.5063550053, 4256827.394852208 3199279.2344617248, 4256657.382610461 3199216.9918536735, 4256396.555707502 3199196.0791878547, 4256180.566763927 3199100.9820249435, 4256012.469827486 3199136.1149846446, 4255761.303937599 3199115.974609163, 4255594.756215079 3199131.7860778393, 4255415.449462795 3199185.4633277846, 4255251.225752468 3199172.2932882933, 4255162.323050736 3199310.998852469, 4254901.496932118 3199290.0805071406, 4254820.341257937 3199332.1834138334, 4254652.193642389 3199610.3687476977, 4254580.69771257 3199653.2463183096, 4254295.539189785 3199572.0394376703, 4254096.1352658 3199633.823847027, 4253990.233917906 3199741.9978810884, 4253976.285457334 3199915.8827847335, 4253899.003213116 3199909.6833995115, 4253842.952452492 3200002.41160004, 4253733.175325881 3200158.8872436034, 4253543.790099656 3200338.1441221195, 4253466.092783535 3200458.30353375, 4253301.811952089 3200688.1872156737, 4253062.572026044 3200882.8894023374, 4253120.118906828 3201013.900133053, 4253385.185317775 3201103.2245351537, 4253493.360307005 3201209.1292919745, 4253607.321047959 3201364.1114538973, 4253742.153274461 3201501.3228369565, 4253946.934598557 3201614.9775644117, 4254132.395575431 3201727.082058553, 4254359.960641224 3201920.345473761, 4254427.946272151 3202042.4718345036, 4254659.387674277 3202187.4322674265, 4254843.301759004 3202318.8573859907, 4254889.280395136 3202351.713641185, 4254815.819077539 3202540.277679546, 4255061.523021107 3202871.11627991, 4255215.682611009 3203009.8782045622, 4255198.636191845 3203222.4150584806, 4255161.493120491 3203443.0636644755, 4255096.1420813715 3203651.727497189, 4255057.086208437 3203774.9938791664, 4255096.092002438 3203894.798615531, 4255159.843768329 3203948.527096501, 4255302.4324547835 3203989.1326237717, 4255499.524413368 3203956.324849314, 4255798.648612176 3203863.6381000583, 4255897.581768269 3203842.4031188088, 4256302.928997488 3204001.308463047, 4256567.692168956 3203730.848445687, 4256749.334596784 3203648.1832724498, 4256862.941341465 3203686.4614799256, 4257032.964434318 3203748.7089574533, 4257121.827612317 3203853.0640441105, 4257266.741465042 3203864.682736409, 4257371.054262384 3204018.8916207007, 4257537.206067755 3204129.443134097))
MALMÖHUS LÄN;SÖDRA RÖRUM;1810;642;642;SÖDRA RÖRUMS;9999.0;POLYGON ((4219693.709446098 3227632.0699410755, 4219625.093856364 3227879.4074868304, 4219468.434713221 3228012.6429274734, 4219305.528257532 3228223.1835903157, 4219108.1649394175 3228499.0242262976, 4219046.573762227 3228659.3947040327, 4219024.7085854495 3228929.9659771263, 4219402.846563198 3229787.27186885, 4219307.479167212 3230606.3249210143, 4219350.330395164 3230677.8743653777, 4219348.083842493 3231066.760347208, 4219487.8640902145 3231262.8641641703, 4219826.286347504 3231047.0429357574, 4220753.701351358 3231005.255107709, 4220939.167428625 3231117.506091176, 4221726.828150617 3231842.5582073424, 4222084.3895052085 3231871.4400139526, 4222227.0053684795 3231912.139827351, 4222675.9272462735 3231773.3135358994, 4222762.603446217 3231663.591253238, 4223436.912332051 3231504.0543816476, 4224520.824063002 3231572.1168344505, 4224534.211880205 3231767.7352503496, 4224968.912538872 3232046.001526145, 4225077.429050996 3231665.6850236473, 4225522.315643437 3231215.253635263, 4225667.27357328 3231226.953898943, 4225649.678287618 3230962.9099947866, 4227370.50916291 3230129.1060216096, 4227289.654624959 3229081.836542257, 4228444.176353608 3227550.6644713897, 4228823.546623046 3227308.9278904987, 4228872.021560983 3227069.6814474105, 4228654.9097610675 3226867.3723049727, 4228446.213841458 3226801.908395103, 4227994.067941227 3226619.544602336, 4227746.411890208 3226434.222491324, 4227462.588886463 3226576.6701598656, 4227015.905742644 3226326.658452226, 4226859.263122419 3226459.9117758507, 4226720.717974173 3226127.772598898, 4226587.324689829 3225611.256768721, 4226794.784215997 3225209.779407075, 4226891.270713679 3224857.705816605, 4226926.496343152 3224782.740855002, 4226765.816489803 3224604.438032367, 4226663.894501267 3224421.150251773, 4226628.833497161 3224252.983111677, 4226194.004742736 3224217.8991507846, 4225869.672865233 3224259.8090247223, 4225597.079744544 3224383.698652978, 4225360.797761096 3224539.6950470386, 4225188.560481944 3224866.198809763, 4225134.786960977 3224929.9399607843, 4225018.831996007 3224920.581588575, 4224680.630400116 3224893.285193768, 4224551.113107934 3224931.4605700676, 4224496.7319589555 3224761.731941584, 4224495.041235816 3224421.192530269, 4223944.086594537 3224619.8645215794, 4223444.688533206 3225143.647244687, 4223562.983479163 3225124.019813157, 4223700.126086263 3225232.3500984614, 4223754.0271557225 3225528.4787257155, 4223767.112424907 3225607.342583332, 4223832.7150530545 3225758.5279246788, 4223844.240261799 3225856.7180819465, 4223786.564168366 3225968.7738275495, 4223707.2214597445 3226108.258581459, 4223503.818991373 3226218.2756283726, 4223414.812273661 3226356.9802594916, 4223273.767288508 3226296.9624110362, 4223153.909747824 3226335.9153974173, 4223111.836135067 3226254.7100304496, 4222557.023689411 3225898.679782034, 4222064.511989735 3225975.6199270673, 4221928.748825499 3226091.0938157374, 4221691.190570934 3226383.1407753727, 4221654.397340704 3226477.4296233407, 4221468.087871724 3226977.8645803323, 4221327.155069357 3227277.7180404128, 4221187.485081195 3227441.507704917, 4221067.624703011 3227480.456942265, 4220925.01935511 3227439.759148516, 4220803.30164288 3227381.296030492, 4220590.713206029 3227364.1228380385, 4220402.915681581 3227280.8686065427, 4220316.433300059 3227147.442173971, 4220221.36401427 3227120.309513608, 4220147.962936518 3227065.7489352324, 4220039.8132681325 3226959.7504657395, 4219918.097473499 3226901.2864094307, 4219846.5528653 3226944.136569334, 4219809.756667551 3227038.4246672234, 4219801.949465255 3227135.0550371124, 4219867.543088114 3227286.246647644, 4219776.966093249 3227444.2731581363, 4219693.709446098 3227632.0699410755))
MALMÖHUS LÄN;SÖDRA SALLERUP;1775;352;352;SÖDRA SALLERUPS;9999.0;POLYGON ((4192254.914212226 3187161.006979192, 4192074.8388486137 3187224.163481483, 4191932.344758823 3187183.450222113, 4191673.1937293815 3187142.996788869, 4191582.8962157634 3187057.9171837135, 4191346.973744133 3186970.7480862113, 4190987.8718769657 3186844.429929156, 4190783.2689387193 3186730.640573952, 4190678.093664896 3186829.026221127, 4190509.7573840367 3187106.9620220433, 4190561.6867796024 3187305.5669652745, 4190887.8973231874 3187837.4494401547, 4190699.987815513 3187997.1646909006, 4190783.2362123937 3188169.1530869445, 4191024.643288995 3188188.7323901537, 4191087.7969115763 3188368.8111465927, 4190691.878291235 3188696.334221699, 4190471.337397475 3189018.6419642624, 4190109.0671062763 3189650.2122237375, 4190037.283935567 3189935.9894307046, 4189753.8569789785 3189835.2359522027, 4189738.1887208554 3190028.3653675453, 4189974.612284653 3190708.5123557756, 4190032.8074503574 3190829.8754481697, 4190124.656688417 3191255.2953741723, 4190190.6699692286 3191639.740883585, 4190365.7860685354 3191877.5145726055, 4190631.9876050283 3192190.7206704803, 4191146.149867358 3192203.2683572304, 4191640.741757216 3192097.580089955, 4192278.6196632674 3192022.9493637388, 4192182.322833473 3191412.478439337, 4192057.050110414 3191159.311992012, 4192117.080980321 3191018.37663425, 4192247.057884183 3190853.953135597, 4192162.2376148244 3190701.2714578635, 4192179.4660627116 3190488.82460446, 4192351.723670439 3190162.588400236, 4192448.5528929313 3189927.437576266, 4192618.979220257 3189863.4963017977, 4192753.9109310475 3189757.7962586563, 4192876.314836696 3189446.9592547016, 4192667.525139998 3189264.789848415, 4192588.968755544 3189034.860572342, 4192513.5446467986 3188766.30633024, 4192432.6400275417 3188565.348028807, 4192282.5751528684 3188378.2221729606, 4192384.6197741358 3188318.457394928, 4192562.8712552553 3188157.953126135, 4192719.460497028 3188024.8517752257, 4192746.862253864 3187686.8803549567, 4192565.480118118 3187526.3778982367, 4192430.031280052 3187398.75893904, 4192254.914212226 3187161.006979192))
MALMÖHUS LÄN;SÖDRA SANDBY;1785;882;881;SÖDRA SANDBY;9999.0;POLYGON ((4208364.792603836 3206702.988553862, 4208513.594850297 3206666.4136317666, 4208548.044485432 3206601.1408145903, 4208615.8805781705 3206363.5581105137, 4208623.695671732 3206266.9622065155, 4207774.699745027 3204623.196543282, 4207576.203816464 3204072.3975083, 4207064.545040815 3204147.664960049, 4206774.936240367 3203521.4388827444, 4206727.5890477635 3202905.100761426, 4205778.887581785 3202614.4335691635, 4205943.31505383 3202384.6862327224, 4206053.974967839 3202218.642878324, 4206129.404176049 3202127.5257194927, 4206241.626465113 3201942.164751995, 4206342.12344556 3201901.6869179658, 4206608.38439696 3201855.178688283, 4206527.427953744 3201654.185377471, 4206330.342998832 3201686.8471271815, 4203382.310148577 3203635.7018772014, 4202981.66963159 3204381.048321948, 4202790.834967823 3204336.4263743763, 4202519.870750272 3204440.8729147357, 4202276.047326425 3204450.2923658835, 4201988.623006404 3204397.8448450617, 4201397.318579807 3204136.0554393977, 4200999.467100653 3204006.602451316, 4200951.172422309 3204002.689996971, 4200901.312754537 3204018.0953798443, 4200785.160391537 3204251.743989457, 4200661.1815059725 3204581.9830189236, 4199392.427330161 3203681.949088434, 4199294.273724221 3203693.439661433, 4198406.733914724 3204447.904771064, 4198489.231231345 3204629.5937124863, 4198500.984809799 3204844.4388322067, 4199020.48548335 3205032.3798665977, 4199095.926460047 3204941.2695786045, 4199230.635145492 3205078.5784423333, 4199153.628521463 3205189.007121882, 4199335.067418834 3205349.5485441904, 4199460.369248124 3205243.0331788687, 4199811.75902397 3205465.9586644555, 4199926.102745911 3205494.6694027493, 4200059.497936416 3205408.2534227083, 4200504.3109688815 3204958.170629064, 4200991.51391554 3206144.9053449635, 4201201.715276692 3206910.583787096, 4201027.085578726 3207265.901140816, 4201003.6065530265 3207555.6837875126, 4201231.273695918 3207865.8162982143, 4201505.406966848 3208082.484896669, 4201876.137926333 3208306.9790400914, 4202278.198075199 3208504.8410410336, 4202683.902994126 3208537.704955473, 4202948.114173647 3208636.89031325, 4203530.0096814195 3208295.0983377667, 4203576.7433399055 3208318.329217343, 4203818.234987019 3208337.8865372245, 4204355.775368437 3208303.6321071615, 4204606.653735392 3208207.270267398, 4204717.329162504 3208041.217489907, 4204833.478766717 3207807.54729247, 4204935.54985485 3207747.7508135997, 4205140.473606532 3207618.4978021034, 4205364.991236393 3207607.5058521815, 4205563.658009907 3207555.528587699, 4205763.1065554945 3207493.8910693983, 4205923.410721497 3207555.4825088363, 4206098.848361068 3207550.237954346, 4206243.743284048 3207561.966580776, 4206529.62418227 3207633.721362968, 4206736.664603691 3207718.539918994, 4206975.812068932 3207767.064552449, 4207201.894744119 3207736.746988663, 4207478.3422255255 3207564.6596166873, 4207963.67372085 3207574.764875025, 4208474.016595129 3207275.754905174, 4208364.792603836 3206702.988553862))
MALMÖHUS LÄN;SÖDRA ÅBY;1790;367;367;SÖDRA ÅBY;9999.0;POLYGON ((4202370.4646017235 3169777.2367797, 4202354.848426124 3169970.323827665, 4202268.884247986 3170672.7531786505, 4202220.611999429 3170668.848883019, 4202236.300676131 3170835.317330311, 4202089.141010203 3170852.567581281, 4202026.668322105 3171624.9290619213, 4202482.066574818 3172001.8855530294, 4203048.071765403 3172212.866040261, 4203387.547714897 3172220.8845883245, 4203810.50765911 3172157.909596322, 4204421.591097324 3172051.8358954256, 4204600.840510782 3171998.303945494, 4204612.830480358 3169686.4645720697, 4204778.719844212 3169437.502763412, 4204889.427518936 3168669.0568440733, 4204887.779312561 3168328.8157262728, 4204862.920309609 3168035.2865016507, 4204759.468627244 3167511.908814175, 4204515.7738927435 3167521.3610286685, 4203229.643167168 3167203.6033289162, 4203195.4234251855 3167025.9279320017, 4202905.803245699 3167002.510115541, 4202456.931515193 3165343.475420062, 4201839.377379471 3165410.140177527, 4202212.068464537 3167169.905744884, 4202250.264727125 3167658.8527241815, 4202320.185277714 3167635.355602085, 4202427.387211388 3168712.924582499, 4202529.39439319 3168653.1525881668, 4202552.681841771 3168965.9913435597, 4202502.143079309 3169350.600462027, 4202663.923802156 3169392.836234828, 4202370.4646017235 3169777.2367797))
MALMÖHUS LÄN;SÖDRA ÅKARP;1750;246;246;SÖDRA ÅKARPS;9999.0;POLYGON ((4187385.6497109584 3176017.0924643646, 4187202.472076339 3176118.8506966573, 4187138.5374427577 3176308.0250342283, 4187120.5255897692 3176530.0789825236, 4187151.5693826345 3176746.3947295384, 4187307.3276549876 3177342.117144891, 4187289.3151791887 3177564.1744529954, 4186947.485790527 3177585.0364844133, 4186910.6896913983 3177679.233574915, 4186765.8696307573 3177667.4852275345, 4186689.3826233153 3178370.712827177, 4186563.8708327697 3178360.5301253037, 4186511.388928867 3179007.4013006836, 4187577.326407964 3179404.8671332463, 4187574.691845648 3180036.357107278, 4187689.75452089 3180414.997707916, 4187733.8428840865 3180710.133482028, 4187917.5466914405 3180841.6599046066, 4188133.3496002415 3180936.915205219, 4188782.5966427648 3180960.4215286737, 4189390.875637599 3181009.755549139, 4189603.291050595 3181026.982122144, 4189921.9146795725 3181052.820836051, 4190036.4782798258 3180478.9872579817, 4189839.7230417887 3180268.6590113495, 4189731.430995847 3180046.067491126, 4189731.694346972 3179803.1237976314, 4189780.755644818 3179437.7968869903, 4189805.808582247 3179128.83595294, 4188992.9650205337 3178965.735759612, 4189041.5045059286 3178726.711375265, 4189079.086834999 3178263.2767081144, 4189104.141000873 3177954.3218694306, 4189079.354871093 3177660.763274467, 4189205.652854239 3177301.711560411, 4189233.317404102 3176361.2938398737, 4188994.3009454533 3176312.758637985, 4188339.3558925902 3176240.2114491826, 4188132.954250363 3176388.6795123047, 4187920.2956613163 3176254.8159227218, 4187735.0354386326 3176142.6102778865, 4187385.6497109584 3176017.0924643646))
MALMÖHUS LÄN;SÖDRA ÅSUM;1749;482;472;SÖDRA ÅSUMS;9999.0;POLYGON ((4229153.58176994 3198970.1938891946, 4229211.218526619 3198858.173417451, 4229253.886831233 3198569.950459521, 4229518.717671242 3198299.6291299067, 4229461.220350896 3198168.6108319187, 4229351.215808695 3197965.3085311125, 4229267.854553229 3197793.3191987653, 4229233.567768673 3197615.562533614, 4229190.719963386 3197544.056979045, 4229092.57184906 3197555.592356689, 4228897.05392176 3197569.0035297736, 4228758.393539209 3197480.0553690386, 4228692.795785062 3197328.941803821, 4228733.448209884 3197186.3903438505, 4228864.923627368 3197002.5486458046, 4229196.903587199 3196864.0279871887, 4229185.826385668 3196639.535153287, 4229238.0127663575 3196595.1312628235, 4229172.552542404 3196200.988926617, 4227987.934745858 3196183.3051729044, 4227607.805874773 3196074.8967599007, 4228017.337297992 3195456.5544308694, 4228039.131583903 3195186.107853926, 4228010.4380290145 3194697.721686234, 4227552.26898308 3194592.748664908, 4226671.31116735 3194667.566636814, 4226263.311906288 3194663.8431336973, 4226108.921420872 3194408.362687243, 4225668.2203942165 3194810.298288724, 4225637.836709184 3194584.2563557695, 4225538.914528691 3194605.445428976, 4225316.7787264325 3195190.2651072824, 4225057.39986727 3195392.9461975847, 4224985.131085905 3196650.925752825, 4223588.335886253 3196732.7151606223, 4223494.848447146 3197891.785217262, 4223222.368853155 3198015.63420103, 4223243.394160759 3198357.5958359786, 4223301.657881126 3198478.9585503647, 4223487.048185925 3198591.131929252, 4223653.120932361 3198701.7469072845, 4223617.910763961 3198776.682552742, 4223561.824012805 3198869.378284019, 4223360.850003269 3198950.386989707, 4223353.058495733 3199046.9784370665, 4223233.252890261 3199085.924250354, 4223243.221133922 3199203.392523343, 4223188.6918441495 3199276.7700110883, 4223209.877540952 3199375.699410705, 4223353.207104663 3199406.7054426586, 4223511.180391086 3199497.2248005588, 4223675.696862631 3199627.160084721, 4223716.2018228965 3199727.6482489966, 4223700.619170833 3199920.83370837, 4223721.805667868 3200019.7640557913, 4223730.995466134 3200146.893362639, 4223777.733784317 3200170.1076983945, 4223992.10722678 3200284.620884506, 4224219.567547803 3200477.966909959, 4224428.178755383 3200543.4034563815, 4224750.834211727 3200520.8146166415, 4224954.1492248485 3200410.822284186, 4225987.70756531 3200494.165629081, 4226229.193923793 3200513.6361939074, 4227361.83702437 3200332.7242461643, 4227514.515409987 3200247.8089307765, 4228283.38189551 3200358.391617173, 4228480.46467667 3200325.664018692, 4228896.389591411 3199386.963410053, 4229110.593411261 3199141.7273972286, 4229153.58176994 3198970.1938891946))
